index,Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID
1219,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,02/05/2014,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,5,Satisfactory,False,blue,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0013425,DACODZN03,IVXKQHWAC
1220,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,10/14/2013,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0013425,DA7RWVPLF,
1221,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,05/08/2013,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Consultation/Education - Field,0,Complete,False,,,0,PR0013425,DAO00T02E,
1222,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,01/10/2013,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0013425,DA2404965,
1223,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,09/28/2012,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Consultation/Education - Field,0,Complete,False,,,0,PR0013425,DA2375331,
1224,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,05/07/2012,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0013425,DA2331733,
1225,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,01/24/2012,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0013425,DA2299497,
1226,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,10/03/2011,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,10,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0013425,DA2267985,IV4160394
1227,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,10/03/2011,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,10,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0013425,DA2267985,IV4160380
1228,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,05/02/2011,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Consultation/Education - Field,0,Complete,False,,,0,PR0013425,DA2216835,
1229,7-ELEVEN STORE #2361-27742A,7-ELEVEN STORE #2361-27742A,01/11/2011,Seating 0-12 - Risk Category III,20008 PACIFIC HWY S ,Seattle,98198,(253) 796-7155,-122.2958737571,47.4223933166,7-ELEVEN STORE #2361-27742A,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0013425,DA2184107,
1230,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,01/13/2015,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Routine Inspection/Field Review,10,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0016518,DAUQHF2HW,IVO0ZY40H
1231,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,11/20/2014,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0016518,DAYAATGUY,
1232,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,03/02/2014,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Routine Inspection/Field Review,5,Satisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0016518,DAFHARLCH,IVFFW70TN
1233,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,11/12/2013,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0016518,DAKNA55ES,
1234,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,05/06/2013,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Consultation/Education - Field,0,Complete,False,,,0,PR0016518,DA2432619,
1235,7-ELEVEN STORE #27901G,7-ELEVEN STORE #27901G,01/17/2013,Seating 0-12 - Risk Category III,2100 N NORTHGATE WAY ,Seattle,98133,(206) 351-1936,-122.33349619280001,47.709022328,7-ELEVEN STORE #27901G,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0016518,DA2406557,
1236,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,12/16/2014,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Consultation/Education - Field,0,Complete,False,,,0,PR0017475,DABMIXLVP,
1237,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,08/11/2014,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DAQPUVFD0,
1238,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,02/26/2014,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DAJ03GP00,
1239,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,10/09/2013,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DAZ9Z0MSJ,
1240,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,05/09/2013,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Consultation/Education - Field,0,Complete,False,,,0,PR0017475,DA5ZRYHUR,
1241,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,02/26/2013,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DA2417061,
1242,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,09/17/2012,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DA2371804,
1243,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,05/15/2012,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Consultation/Education - Field,0,Complete,False,,,0,PR0017475,DA2334806,
1244,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,02/13/2012,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DA2305651,
1245,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,09/29/2011,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DA2266804,
1246,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,06/27/2011,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Consultation/Education - Field,0,Complete,False,,,0,PR0017475,DA2234705,
1247,7-ELEVEN STORE -2361 26818F,7-ELEVEN STORE -2361 26818F,03/31/2011,Seating 0-12 - Risk Category III,19023 PACIFIC HWY S ,Seattle,98188,(253) 796-7155,-122.2956293304,47.4325376974,7-ELEVEN STORE -2361 26818F,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0017475,DA2207727,
1248,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/30/2015,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,20,Unsatisfactory,False,red,1720 - Proper hot holding temperatures; between 130 degrees F to 134 degrees F,5,PR0067270,DAYZXMSAF,IVZKE2KYQ
1249,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/30/2015,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,20,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0067270,DAYZXMSAF,IV4TJBW1U
1250,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/30/2015,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,20,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0067270,DAYZXMSAF,IVIATRFLD
1251,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,09/04/2014,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Consultation/Education - Field,0,Complete,False,,,0,PR0067270,DAHO0PF5Z,
1252,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,06/09/2014,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,10,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0067270,DAHX8MWAZ,IVNCNOFPW
1253,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,06/09/2014,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,10,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0067270,DAHX8MWAZ,IVJU3A3JW
1254,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/13/2014,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0067270,DA7ZRJFPJ,
1255,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,10/07/2013,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Consultation/Education - Field,0,Complete,False,,,0,PR0067270,DA4OBJQZ0,
1256,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,04/08/2013,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0067270,DATAPQGQL,
1257,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/10/2013,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0067270,DA2405430,
1258,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,11/05/2012,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Consultation/Education - Field,0,Complete,False,,,0,PR0067270,DA2387486,
1259,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,05/30/2012,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0067270,DA2338735,
1260,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,02/27/2012,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Complete,False,,,0,PR0067270,DA2309280,
1261,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,07/20/2011,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Consultation/Education - Field,0,Complete,False,,,0,PR0067270,DA2242547,
1262,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,03/29/2011,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,5,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0067270,DA2206906,IV3305875
1263,7-ELEVEN STORE 2360-32945B,7-ELEVEN STORE 2360-32945B,01/03/2011,Seating 0-12 - Risk Category III,999 NW LEARY WAY ,SEATTLE,98107,(253) 630-0287,-122.3704303179,47.6631556438,7-ELEVEN STORE 2360-32945B,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0067270,DA2182104,
1264,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,12/17/2014,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,15,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0081685,DAU3PUZAS,IVUDUQLRI
1265,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,12/17/2014,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,15,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0081685,DAU3PUZAS,IVMSR9F8C
1266,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,10/14/2014,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,False,,,0,PR0081685,DADVD0J6G,
1267,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,03/31/2014,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Complete,False,,,0,PR0081685,DAT7VDNQB,
1268,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,09/11/2013,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,False,,,0,PR0081685,DAHX1HC5U,
1269,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,05/23/2013,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,10,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0081685,DAXIA0OGO,IVIMGFRSI
1270,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,01/15/2013,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0081685,DA2405997,
1271,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,09/14/2012,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,False,,,0,PR0081685,DA2370888,
1272,"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,06/06/2012,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.31285414,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0081685,DA2340321,
1273,72nd street cafe,72nd street cafe,12/03/2014,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Consultation/Education - Field,0,Complete,False,,,0,PR0008891,DAW3AKZSU,
1274,72nd street cafe,72nd street cafe,07/23/2014,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,15,Unsatisfactory,False,blue,2900 - Adequate equipment for temperature control,5,PR0008891,DADBI60Z7,IV4ZNGMHE
1275,72nd street cafe,72nd street cafe,07/23/2014,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,15,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0008891,DADBI60Z7,IVATRRFXA
1276,72nd street cafe,72nd street cafe,03/31/2014,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0008891,DAFPQVXTY,
1277,72nd street cafe,72nd street cafe,12/27/2013,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Consultation/Education - Field,0,Complete,False,,,0,PR0008891,DA2MPKCSV,
1278,72nd street cafe,72nd street cafe,05/07/2013,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,10,Satisfactory,False,blue,"3200 - Insects, rodents, animals not present; entrance...",5,PR0008891,DAZXZN0AC,IVTYLJBYJ
1279,72nd street cafe,72nd street cafe,05/07/2013,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,10,Satisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0008891,DAZXZN0AC,IVBJC2D3W
1280,72nd street cafe,72nd street cafe,12/06/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Consultation/Education - Field,0,Complete,False,,,0,PR0008891,DA2395797,
1281,72nd street cafe,72nd street cafe,08/23/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,7,Satisfactory,False,blue,5000 - Posting of permit; mobile establishment name...,2,PR0008891,DA2367908,IV5869241
1282,72nd street cafe,72nd street cafe,08/23/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,7,Satisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0008891,DA2367908,IV5869222
1283,72nd street cafe,72nd street cafe,05/08/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0008891,DA2333625,IV5337741
1284,72nd street cafe,72nd street cafe,05/08/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,20,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0008891,DA2333625,IV5337748
1285,72nd street cafe,72nd street cafe,05/08/2012,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,20,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0008891,DA2333625,IV5337744
1286,72nd street cafe,72nd street cafe,12/15/2011,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Consultation/Education - Field,0,Complete,False,,,0,PR0008891,DA2289505,
1287,72nd street cafe,72nd street cafe,08/03/2011,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,5,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0008891,DA2247123,IV3859930
1288,72nd street cafe,72nd street cafe,08/03/2011,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,5,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0008891,DA2247138,IV3860602
1289,72nd street cafe,72nd street cafe,03/22/2011,Seating 0-12 - Risk Category III,308 NE 72ND ST ,Seattle,98115,(206) 523-5623,-122.32534424389999,47.68057720979999,72nd street cafe,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0008891,DA2204616,IV3272684
1290,74TH ST ALE HOUSE,74TH ST ALE HOUSE,02/09/2015,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0012518,DACFDBQE2,IVJMC0V4S
1291,74TH ST ALE HOUSE,74TH ST ALE HOUSE,10/02/2014,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Consultation/Education - Field,0,Complete,False,,,0,PR0012518,DAYZLQFTB,
1292,74TH ST ALE HOUSE,74TH ST ALE HOUSE,06/16/2014,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0012518,DAYT2R0Y1,IVLP1BJKQ
1293,74TH ST ALE HOUSE,74TH ST ALE HOUSE,02/05/2014,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,30,Unsatisfactory,False,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0012518,DAZEMVEFO,IVXCIWOSK
1294,74TH ST ALE HOUSE,74TH ST ALE HOUSE,02/05/2014,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,30,Unsatisfactory,False,red,1900 - No room temperature storage; proper use of time...,25,PR0012518,DAZEMVEFO,IVUKCDN5X
1295,74TH ST ALE HOUSE,74TH ST ALE HOUSE,06/25/2013,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0012518,DA5HSHSHR,
1296,74TH ST ALE HOUSE,74TH ST ALE HOUSE,03/04/2013,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0012518,DA2418479,
1297,74TH ST ALE HOUSE,74TH ST ALE HOUSE,10/09/2012,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Consultation/Education - Field,0,Complete,False,,,0,PR0012518,DA2378619,
1298,74TH ST ALE HOUSE,74TH ST ALE HOUSE,06/25/2012,Seating 13-50 - Risk Category III,7401 GREENWOOD AVE N ,Seattle,98103,,-122.3556185508,47.682684607700004,74TH ST ALE HOUSE,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0012518,DA2345402,IV5501790
